2,0,-42,6,10,0,14,52,1
3,0,-42,7,10,0,15,27,1
4,0,-41,10,11,0,15,36,1
5,0,-34,11,11,0,71,33,1
6,0,-34,14,11,0,71,20,1
7,0,-34,15,9,0,65,14,1
8,0,-34,18,11,0,65,1,1
9,0,-34,19,10,0,58,13,1
10,0,-34,22,10,0,58,-8,1
11,0,-34,23,11,0,66,-7,1
12,0,-34,26,11,0,66,-4,1
13,0,-35,27,12,0,50,-5,1
14,0,-35,30,10,0,50,-1,1
15,0,-38,31,11,0,35,16,1
16,0,-38,34,10,0,35,1,1
17,0,-40,35,10,0,23,1,1
18,0,-40,38,12,0,23,1,1
19,0,-40,39,12,0,21,1,1
20,0,-40,42,11,0,21,1,1
21,0,-36,43,10,0,44,2,1
22,0,-35,46,10,0,44,0,1
23,0,-34,47,10,0,72,-1,1
24,0,-34,50,11,0,72,1,1
25,0,-37,51,12,0,36,-2,1
26,0,-38,54,11,0,36,3,1
27,0,-45,55,11,0,3,2,1
28,0,-45,58,11,0,3,0,1
29,0,-34,59,10,0,64,-2,1
30,0,-34,62,11,0,64,-1,1
31,0,-34,63,12,0,59,0,1
32,0,-34,66,10,0,59,1,1
33,0,-36,67,11,0,39,0,1
34,0,-37,70,10,0,39,5,1
35,0,-36,71,12,0,42,4,1
36,0,-37,74,10,0,42,3,1
37,0,-44,75,10,0,7,0,1
38,0,-44,78,11,0,7,1,1
39,0,-39,79,11,0,31,0,1
40,0,-38,82,10,0,31,2,1
41,0,-34,83,10,0,63,-1,1
42,0,-34,86,10,0,63,-1,1
43,0,-34,87,10,0,69,-1,1
44,0,-34,90,10,0,69,-1,1
45,0,-38,91,10,0,33,1,1
46,0,-38,94,10,0,33,19,1
47,0,-35,95,11,0,51,0,1
48,0,-35,98,11,0,51,-2,1
49,0,-41,99,10,0,17,-1,1
50,0,-41,100,10,0,17,-1,1
51,0,-34,100,11,0,55,0,1
52,0,-34,100,10,0,55,17,1
53,0,-38,100,12,0,32,2,1
54,0,-38,100,10,0,32,-2,1
55,0,-45,100,12,0,4,0,1
56,0,-45,100,9,0,4,2,1
57,0,-39,100,11,0,25,1,1
58,0,-39,100,9,0,25,2,1
59,0,-33,100,9,0,78,19,1
60,0,-33,100,10,0,78,1,1
61,0,-38,100,10,0,27,-3,1
62,0,-39,100,11,0,27,0,1
63,0,-34,100,9,0,62,0,1
64,0,-34,100,12,0,62,0,1
65,0,-37,100,9,0,38,14,1
66,0,-37,100,10,0,38,1,1
67,0,-35,100,11,0,52,0,1
68,0,-35,100,11,0,52,2,1
69,0,-43,100,11,0,9,0,1
70,0,-44,100,10,0,9,3,1
71,0,-37,100,11,0,37,1,1
72,0,-37,100,10,0,37,1,1
73,0,-34,100,10,0,68,1,1
74,0,-34,100,11,0,68,1,1
75,0,-36,100,10,0,41,-4,1
76,0,-37,100,12,0,41,3,1
77,0,-40,100,9,0,22,0,1
78,0,-40,100,10,0,22,2,1
79,0,-42,100,11,0,13,0,1
80,0,-42,100,10,0,13,1,1
81,0,-34,100,11,0,61,0,1
82,0,-34,100,11,0,61,3,1
83,0,-34,100,11,0,70,0,1
84,0,-34,100,11,0,70,-2,1
85,0,-43,100,10,0,11,0,1
86,0,-43,100,11,0,11,0,1
87,0,-38,100,11,0,34,0,1
88,0,-38,100,10,0,34,1,1
89,0,-39,100,10,0,28,-3,1
90,0,-39,100,10,0,28,1,1
91,0,-34,100,11,0,75,0,1
92,0,-34,100,9,0,75,-1,1
93,0,-39,100,11,0,24,0,1
94,0,-40,100,10,0,24,0,1
95,0,-35,100,10,0,47,-1,1
96,0,-35,100,10,0,47,19,1
97,0,-34,100,10,0,74,4,1
98,0,-34,100,11,0,74,1,1
99,0,-35,100,9,0,48,2,1
100,0,-35,100,10,0,48,0,1
101,0,-40,100,11,0,20,1,1
102,0,-41,100,11,0,20,19,1
103,0,-34,100,11,0,54,0,1
104,0,-34,100,10,0,54,1,1
105,0,-44,100,10,0,8,-2,1
106,0,-44,100,9,0,8,3,1
107,0,-42,100,10,0,16,0,1
108,0,-41,100,10,0,16,1,1
109,0,-44,100,10,0,6,20,1
110,0,-44,100,11,0,6,0,1
111,0,-41,100,11,0,18,-1,1
112,0,-41,100,9,0,18,0,1
113,0,-41,100,11,0,19,0,1
114,0,-41,100,9,0,19,-1,1
115,0,-34,100,10,0,76,19,1
116,0,-34,100,11,0,76,3,1
117,0,-42,100,10,0,12,-2,1
118,0,-43,100,11,0,12,2,1
119,0,-34,100,9,0,77,2,1
120,0,-33,100,11,0,77,2,1
121,0,-44,100,9,0,1,-2,1
122,0,-45,100,10,0,1,2,1
123,0,-34,100,11,0,53,0,1
124,0,-34,100,11,0,53,-1,1
125,0,-36,100,11,0,43,1,1
126,0,-36,100,11,0,43,0,1
127,0,-36,100,11,0,43,0,1
128,0,-36,100,11,0,43,1,1
129,0,-34,100,10,0,60,-1,1
130,0,-34,100,11,0,60,19,1
131,0,-34,100,10,0,60,0,1
132,0,-34,100,10,0,60,-4,1
133,0,-34,100,10,0,56,-1,1
134,0,-34,100,12,0,56,0,1
135,0,-34,100,10,0,56,0,1
136,0,-34,100,11,0,56,-1,1
137,0,-44,100,11,0,5,0,1
138,0,-44,100,10,0,5,-1,1
139,0,-44,100,11,0,5,-4,1
140,0,-44,100,10,0,5,1,1
141,0,-44,100,11,0,2,3,1
